city_code,indicator_key,year,value,unit,status,missing_reason,source_url,bulletic_eid
HUBEI_WUHAN,retail,2024,7931.87,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/58204.html,58204
HUBEI_WUHAN,trade,2024,1739.2,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/58204.html,58204
HUNAN_CHANGSHA,gdp_total,2024,14517.55,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/58642.html,58642
HUNAN_CHANGSHA,gdp_growth,2024,6.0,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/58642.html,58642
HUNAN_CHANGSHA,primary_gdp,2024,485.03,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/58642.html,58642
HUNAN_CHANGSHA,secondary_gdp,2024,5457.05,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/58642.html,58642
HUNAN_CHANGSHA,tertiary_gdp,2024,9326.70,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/58642.html,58642
HUNAN_CHANGSHA,gdp_percapita,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/58642.html,58642
HUNAN_CHANGSHA,fiscal_rev,2024,1264.54,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/58642.html,58642
HUNAN_CHANGSHA,fixed_asset,2024,,,DATA_MISSING,"669fix-b-2024: bulletin 仅发增长%, 无绝对值 (守红线-3, per 669a-2021 §2)",https://tjgb.hongheiku.com/djs/58642.html,58642
HUNAN_CHANGSHA,retail,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 retail 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/58642.html,58642
HUNAN_CHANGSHA,trade,2024,2777.41,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/58642.html,58642
GUANGXI_NANNING,gdp_total,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 gdp_total 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/62300.html,62300
GUANGXI_NANNING,gdp_growth,2024,3.0,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/62300.html,62300
GUANGXI_NANNING,primary_gdp,2024,678.26,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/62300.html,62300
GUANGXI_NANNING,secondary_gdp,2024,1155.29,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/62300.html,62300
GUANGXI_NANNING,tertiary_gdp,2024,4161.81,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/62300.html,62300
GUANGXI_NANNING,gdp_percapita,2024,66940,元,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/62300.html,62300
GUANGXI_NANNING,fiscal_rev,2024,381.16,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/62300.html,62300
GUANGXI_NANNING,fixed_asset,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 fixed_asset 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/62300.html,62300
GUANGXI_NANNING,retail,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 retail 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/62300.html,62300
GUANGXI_NANNING,trade,2024,930.25,亿,HONGHEIKU_TRANSLOAD,,https://tjgb.hongheiku.com/djs/62300.html,62300
HAINAN_HAIKOU,gdp_total,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 gdp_total 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
HAINAN_HAIKOU,gdp_growth,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 gdp_growth 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
HAINAN_HAIKOU,primary_gdp,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 primary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
HAINAN_HAIKOU,secondary_gdp,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 secondary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
HAINAN_HAIKOU,tertiary_gdp,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 tertiary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
HAINAN_HAIKOU,gdp_percapita,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
HAINAN_HAIKOU,fiscal_rev,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 fiscal_rev 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
HAINAN_HAIKOU,fixed_asset,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 fixed_asset 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
HAINAN_HAIKOU,retail,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 retail 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
HAINAN_HAIKOU,trade,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 trade 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57678.html,57678
SICHUAN_CHENGDU,gdp_total,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 gdp_total 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57761.html,57761
SICHUAN_CHENGDU,gdp_growth,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 gdp_growth 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57761.html,57761
SICHUAN_CHENGDU,primary_gdp,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 primary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57761.html,57761
SICHUAN_CHENGDU,secondary_gdp,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 secondary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57761.html,57761
SICHUAN_CHENGDU,tertiary_gdp,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 tertiary_gdp 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57761.html,57761
SICHUAN_CHENGDU,gdp_percapita,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 gdp_percapita 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57761.html,57761
SICHUAN_CHENGDU,fiscal_rev,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 fiscal_rev 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57761.html,57761
SICHUAN_CHENGDU,fixed_asset,2024,,,DATA_MISSING,669fix-b-2024: bulletin 无 fixed_asset 数据 (parser 未匹配),https://tjgb.hongheiku.com/djs/57761.html,57761
